Cylinders,Engine Size(L),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
6,3.5,10.1,12,24,281
6,3.5,10.7,12.4,23,291
6,3.5,11.2,12.7,22,298
8,5,10.2,12.2,23,287
8,5,14,17.4,16,290
8,5,11.2,13.1,22,308
8,5,14,17.5,16,290
8,5,11.8,13.9,20,326
8,5,14,17.5,16,291
6,2.7,9.8,11.4,25,268
6,2.7,10.2,11.8,24,277
6,2.7,10.2,11.8,24,277
6,3,9.3,10.7,26,287
6,3,9.3,10.7,26,287
6,3,8.3,9.9,29,266
6,3.3,10.2,11.6,24,273
6,3.3,13.8,15.8,18,263
6,3.3,10.7,12.4,23,291
6,3.3,13.7,15.8,18,263
6,3.5,10.5,12.5,23,295
6,3.5,10.7,12.9,22,303
6,3.5,11.2,13.1,22,308
6,3.5,11.2,12.6,22,296
8,5,11,13.3,21,312
8,5,15.6,18,16,300
8,5,11.8,13.9,20,326
8,5,15.6,18,16,300
8,5,12.4,14.8,19,347
8,5,17.2,19.5,14,323
6,3.5,13.1,14.3,20,336
6,3.5,10.2,12.7,22,298
6,3.5,10.7,12.9,22,303
6,3.5,11.2,13.7,21,322
4,1.6,6.4,7.6,37,178
4,1.6,6.8,7.9,36,184
4,1.6,7.4,8.4,34,196
4,1.5,7,8.7,32,204
4,2,5.6,5.6,50,131
6,3.5,13.1,17.1,17,402
4,2.3,7.3,9.4,30,221
4,2.3,8.4,10.3,27,242
4,2.3,7.9,9.7,29,227
4,2.3,8.7,10.4,27,244
8,5,9.1,12.3,23,289
8,5,9.9,13.3,21,311
8,5,9.9,13.3,21,311
4,2.3,8.4,10.4,27,243
4,2.3,8.4,10.3,27,241
8,5,9.7,12.9,22,302
4,2.3,9.8,10.9,26,256
8,5.2,11.3,14.6,19,341
6,3.5,12.8,14.7,19,346
6,3.7,13.1,15.2,19,355
6,3.5,9,11.5,25,270
6,3.5,12.1,15.2,19,254
6,3.5,10,12.5,23,294
6,3.5,9.9,12.4,23,291
6,3.5,13,16,18,267
4,2,8.8,9.3,30,219
4,2,8.8,9.3,30,219
4,2,11.8,12.6,22,209
4,2.5,8.8,10.6,27,247
4,2,8.2,9.2,31,214
4,2,8.2,9.2,31,214
4,2,11.1,12.5,23,208
4,2.5,9,10.7,26,251
4,2,8.5,10.9,26,255
4,2,8.7,10.3,27,241
6,3.3,9.5,11.6,24,274
6,3.3,9.7,11.9,24,282
6,3.8,9.6,11.7,24,276
8,5,10.4,13.2,21,312
6,3.3,9.7,11.9,24,279
8,5,10.2,13,22,306
4,2.5,9.2,10.2,28,237
6,3.6,9.4,11.4,25,268
4,2.5,9.4,10.5,27,248
6,3.6,9.5,11.7,24,275
4,2.5,9.2,10.8,26,253
4,2.5,9.2,10.7,26,251
4,2.8,7.9,10.1,28,270
6,3.6,9.6,11.7,24,274
4,2.5,9.8,11.4,25,267
4,2.8,8.4,10.5,27,283
6,3.6,9.9,12.2,23,286
4,2.7,10.3,11.1,25,261
6,4.3,11.5,13.5,21,317
8,5.3,11.4,13.9,20,326
8,5.3,11.9,14,20,329
8,5.3,15,18.4,15,306
8,5.3,10.4,12.5,23,294
4,2.7,10.9,11.8,24,277
6,4.3,11.9,14,20,329
8,5.3,11.7,14,20,330
8,5.3,12.5,14.4,20,339
8,5.3,16.1,19.4,15,323
8,5.3,11.2,13.5,21,316
8,5.3,11.8,13.7,21,320
8,6.2,11.9,13.9,20,326
8,6.2,12.4,14.2,20,332
8,5.3,10.9,13.5,21,317
8,5.3,11.4,13.8,20,325
4,1.5,7.9,8.6,33,201
4,1.6,6,7.4,38,199
4,1.5,8.3,9,31,210
4,1.6,6.1,7.4,38,199
4,2,9,10.2,28,239
8,5.3,10.5,13.4,21,314
8,5.3,10.5,13.4,21,314
8,5.3,13.9,17.9,16,298
8,5.3,11.1,13.7,21,321
8,5.3,11.1,13.7,21,321
8,5.3,14.3,18.4,15,305
8,6.2,10.7,13.8,20,325
8,5.3,10.5,13.4,21,314
8,5.3,10.5,13.4,21,314
8,5.3,13.9,17.9,16,298
8,5.3,11.3,14.3,20,336
8,5.3,11.3,14.3,20,336
8,5.3,15.2,19,15,317
8,6.2,11.3,14.5,19,340
4,1.5,6.3,7.2,39,168
4,1.5,6.8,7.6,37,177
4,1.5,6.7,7.9,36,185
4,2,7.3,9.2,31,214
4,2,7.4,9.1,31,211
4,2,5,5,56,117
4,1.5,6.4,7.2,39,167
4,2,6.1,7.1,40,164
4,2,6.6,7.5,38,176
4,2,6.7,8.1,35,189
4,1.5,6.2,7.4,38,173
4,1.5,6,6.9,41,162
4,1.5,6.6,7.3,39,170
4,1.5,6.2,7.2,39,167
4,1.5,6.6,7.3,39,170
4,1.5,6.2,7.2,39,167
4,1.5,6.2,7.1,40,165
4,2,6.1,7.1,40,167
4,2,6.5,8,35,186
4,1.5,6.2,7.4,38,173
4,2,8.3,9.6,29,224
4,1.5,7,7.8,36,181
4,1.5,7.2,8,35,188
4,1.5,5.9,6.5,43,151
4,1.5,6.5,7,40,166
4,1.5,6.6,7.4,38,174
4,1.8,7,7.8,36,181
4,1.8,7.5,8.2,34,193
4,1.8,7.7,8.5,33,199
4,1.5,5.3,4.9,58,114
4,1.5,5.3,4.9,58,114
6,3.5,8.4,10.7,26,252
6,3.5,8.5,10.6,27,247
6,3.5,9.8,11.3,25,265
6,3.5,8.7,10.7,26,250
6,3.5,9.3,11.3,25,266
6,3.5,9.3,11,26,257
6,3.5,9.5,11.3,25,263
4,1.6,6.2,7.3,39,172
4,1.6,6.3,7.3,39,173
4,1.6,7,8.1,35,189
4,1.6,7.8,9.4,30,221
4,2,6.4,7.4,38,174
4,2,6.5,8,35,188
4,1.6,7.4,8.6,33,205
4,1.6,7.9,9.2,31,218
4,2,7.1,8.4,34,200
4,2,7.4,8.7,32,207
4,1.6,4.4,4.3,66,104
4,1.6,4,4.1,69,96
4,2,7,7.9,36,186
4,1.6,8,8.6,33,201
4,2,7.8,8.6,33,202
4,2.4,8,9.6,29,225
4,2,9.8,11.2,25,262
4,2.4,8.7,10.1,28,237
6,3.3,9.4,11.5,25,268
6,3.3,9.7,11.7,24,276
6,3.3,10.8,12.6,22,297
4,2,7.4,9.1,31,212
4,2.4,7.1,8.3,34,198
4,2.4,6.8,8.1,35,190
4,2,5.3,5.7,50,135
4,2,5.1,5.6,50,132
4,2,7.9,9.1,31,216
4,2,9.2,10.1,28,239
4,2.4,9.1,10.1,28,240
4,2,7.1,8.2,34,193
4,2,7.1,8.4,34,198
4,2,8.3,9.5,30,226
4,1.6,6.9,7.8,36,184
4,1.6,7,8.3,34,197
4,2,8.6,9.7,29,229
6,3,8.7,10.8,26,253
6,3,9.3,11.1,25,261
4,2,8.5,10,28,233
6,3,8.7,10.7,26,251
6,3,9.2,11,26,259
6,3.7,9.8,11.7,24,275
8,5.6,10.2,12.8,22,301
4,2,7.8,9,31,211
6,3.5,9,10.9,26,257
8,5.6,12.2,15.1,19,354
4,2,8.4,9.8,29,231
4,2,7.2,8.1,35,218
4,2,8.8,9.9,29,227
6,3,10,11.8,24,277
4,2,7.8,9.2,31,215
6,3,8.5,10.4,27,242
6,3,9.8,12.6,22,296
6,3,8.8,10.8,26,253
6,3,10,12.9,22,302
6,3,9.2,11.3,25,265
4,2,7.8,9.2,31,215
6,3,8.5,10.4,27,242
6,3,9.8,12.6,22,296
6,3,8.8,10.8,26,253
6,3,10,12.9,22,302
6,3,9.2,11.3,25,265
8,5,10.4,13.3,21,311
8,5,10.4,13.3,21,311
4,2,5.8,6.9,41,186
4,2,6.9,8.5,33,200
6,3,8.2,10.2,28,238
4,2,5.8,6.9,41,186
4,2,7.2,8.8,32,207
6,3,8.4,10.4,27,243
6,3,9,11.8,24,276
6,3,9.4,11.9,24,280
8,5,10.3,13.3,21,313
4,2,7.6,9.1,31,214
4,2.4,7.6,9.3,30,219
6,3.2,8.2,10.2,28,240
4,2,8,9.8,29,229
4,2.4,8,9.8,29,230
6,3.2,8.6,10.6,27,249
4,2,8.6,10.2,28,240
6,3.2,9,11.1,25,259
4,2,9.2,10.6,27,249
6,3.2,9.9,11.6,24,269
4,2.4,7.6,9.3,30,218
4,2.4,7.3,9,31,211
4,2.4,7.8,9.5,30,222
4,2.4,7.6,9.4,30,221
6,3.6,9.6,11.3,25,265
8,5.7,10.9,14.1,20,331
6,3,8.5,10,28,268
8,6.4,12.6,15.7,18,368
8,6.2,13.8,17.7,16,413
4,1.3,7.4,8.7,32,204
4,2.4,7.8,9.5,30,222
4,1.3,8.1,9.2,31,216
4,2.4,8.2,9.8,29,230
4,1.3,8.7,9.9,29,230
4,2,9.4,10,28,233
6,3.6,10.4,11.8,24,274
6,3.6,9.6,11.8,24,277
4,2,10,10.5,27,245
6,3.6,10.2,11.7,24,275
6,3.6,10.1,12.2,23,285
6,3.3,8.5,10.2,28,238
4,2,5.9,6.9,41,164
4,2,6.4,7.6,37,180
4,1.6,5.1,4.8,59,114
4,1.6,4.8,4.7,60,110
4,1.6,5.8,5.4,52,129
4,2,7.9,9.7,29,230
4,2.4,7.1,8.4,34,199
4,2,5.2,5.7,50,133
4,1.6,6.4,7.5,38,177
4,1.6,6.4,7.5,38,175
6,3.3,10,11.5,25,272
4,2.4,8.2,9.6,29,225
4,2.4,9,10.2,28,242
6,3.3,9.7,11.2,25,265
4,1.6,7.7,8.5,33,199
4,1.6,7.6,8.4,34,198
4,2,7.8,8.7,32,206
4,2.4,7.8,9.2,31,218
4,2,10.2,11.1,25,263
4,2.4,9.5,10.5,27,247
4,2,8.1,9.7,29,229
6,3.3,9.6,11.8,24,279
12,6.5,15.6,21.5,13,487
12,6.5,15.8,21.7,13,493
10,5.2,13.2,15.9,18,366
10,5.2,13,15.7,18,370
10,5.2,13.2,15.9,18,366
10,5.2,13,15.7,18,370
10,5.2,13,15.7,18,370
10,5.2,13,15.7,18,370
8,4,14.1,16.9,17,384
6,3,11.4,13.3,21,311
6,3,9.2,10.4,27,279
4,2,9.3,10.5,27,246
6,3,10.3,12.4,23,291
6,3,8.3,9.6,29,256
8,5,11.3,13,22,305
8,5,12.7,15.5,18,365
6,3,10.3,12.4,23,291
6,3,8.3,9.6,29,256
8,5,10.7,12.6,22,294
4,2,8,9.6,29,225
4,2,8.2,9.8,29,231
4,2,7.8,8.5,33,229
4,2,9.2,10.6,27,248
6,3,10,11.6,24,273
4,2.5,5.2,5.3,53,124
6,3.5,7.2,9.1,31,211
6,3.5,7.5,9.4,30,219
6,3.5,9.1,10.9,26,254
8,5,9.7,12.5,23,293
8,4.6,12.9,14.6,19,341
4,2,7.6,9.5,30,220
6,3.5,9.1,10.9,26,254
6,3.5,9.1,10.9,26,254
8,5,9.5,12.6,22,294
6,3.5,7.1,8.1,35,189
6,3.4,8.7,11.1,25,261
6,3.5,7.7,9.1,31,214
8,5.7,12.8,15.8,18,371
4,2,8.5,9.7,29,226
4,2,8.9,9.9,29,232
4,2.5,7.9,7.5,38,176
6,3.5,9.8,11.2,25,262
6,3.5,9.8,11.2,25,262
8,5,9.5,12.6,22,289
6,3.5,9,10.8,26,252
6,3.5,9.4,11.1,25,268
6,3.5,8.4,7.9,36,185
6,3.5,8.4,8.1,35,190
4,2,6.3,7.2,39,168
4,2,5.7,5.6,50,130
4,2,6.2,6,47,140
6,2.7,9.4,12,24,281
6,3,9.8,12.3,23,289
6,3.7,9.7,12.2,23,287
4,2,9.3,11,26,257
4,2,9.3,10.9,26,256
4,2.3,9.5,11.5,25,270
6,3.5,11.2,13.7,21,322
6,3.7,10.3,12.7,22,297
4,2,8.4,10.4,27,245
6,3,9.2,11.8,24,278
4,2,6.2,5.9,48,139
4,2,9.6,10.7,26,250
6,2.7,9.2,11,26,259
6,3.5,11.4,13.4,21,314
6,3,9.8,12.2,23,286
6,3,9.9,12.6,22,295
6,3,9.9,12.6,22,295
8,4.7,11.6,15,19,354
6,3,11.1,13.7,21,324
6,3,11.4,14,20,330
8,3.8,12.9,15.3,18,360
8,3.8,12.9,15.3,18,360
6,3,10.3,12.8,22,299
6,3,10.3,12.8,22,301
8,3.8,10.8,13.7,21,321
4,2,6.9,7.7,37,179
4,2,7,8,35,186
4,2,7.4,8.1,35,189
4,2,7.7,8.8,32,206
4,2.5,7.8,8.8,32,206
4,2.5,7.6,8.5,33,201
4,2.5,8.2,9.3,30,217
4,2.5,7.9,9,31,208
4,2.5,8.7,9.8,29,230
4,2.2,7.9,8.4,34,227
4,2.5,8.4,9.6,29,225
4,2.5,9.1,10.5,27,244
4,2,6.6,7.6,37,178
4,2,6.4,7.7,37,180
4,2.5,6.4,7.7,37,181
4,2.5,6.6,7.8,36,183
4,2.5,7,8.2,34,192
4,2,6.7,7.7,37,181
4,2,6.6,7.8,36,181
4,2.5,6.8,8,35,187
4,2.5,6.6,8.1,35,189
4,2.5,7.4,8.7,32,204
4,2.5,6.7,8,35,187
4,2.5,7.5,8.9,32,208
4,2,6.6,7.9,36,186
4,2,7,8.1,35,189
4,2,6.8,8.4,34,195
4,2,7.1,8.5,33,199
4,2,6.8,8.3,34,192
4,2,7,8.6,33,201
6,3,8.7,10.7,26,253
6,3,9.2,11.2,25,263
6,3,8.8,11.1,25,255
6,3,8.9,10.8,26,255
8,4,8.7,11.2,25,263
8,4,8.7,11.2,25,263
8,4,9.7,12,24,282
8,4,9.2,11.8,24,277
4,2,7.9,9.2,31,217
6,3,8.7,10.7,26,235
6,3,8.3,9.9,29,232
6,3,9,10.9,26,245
6,3,8.5,10.6,27,237
6,3,8.6,10.2,28,239
8,4,10.5,13.5,21,318
8,4,10.4,12.7,22,299
8,4,15.6,17,17,396
4,2,8.3,9.6,29,225
6,3,9.6,11.2,25,262
6,3,9.7,11.3,25,265
8,4,10.9,13.2,21,309
8,4,10.9,13.2,21,309
6,3,10.6,12.4,23,292
6,3,10.9,12.6,22,297
8,4.7,13.4,15.8,18,370
8,4.7,12.8,15.2,19,357
8,4.7,13.2,15.7,18,370
6,3,9.8,11.2,25,264
8,4,11.5,13.7,21,323
8,4,11.5,13.7,21,324
8,4,11.4,13.5,21,315
8,4,11.4,13.5,21,315
8,4,11.8,14,20,327
8,4,8.9,11.8,24,275
8,4,9.8,13.1,22,306
8,4,8.7,11.6,24,271
12,6,10.9,15.1,19,356
12,6,11,14.3,20,337
12,6,11,14.6,19,343
8,5.5,10.2,13,22,303
6,3,8.2,10.2,28,238
4,2,6.8,8.4,34,196
4,2,7.8,9.1,31,215
4,2,7.3,9.4,30,219
4,2,8.1,9.9,29,231
4,2,7.7,9.5,30,221
4,2,7.7,9.5,30,221
4,2,6.6,8.2,34,193
4,2,7.3,8.7,32,204
6,3,7.9,9.8,29,213
4,2,8.1,9.7,29,228
6,3,8.5,10.3,27,244
6,3,10.1,11.6,24,271
6,3,9.1,11,26,257
6,3,8.9,10.8,26,254
8,4,14.1,16.3,17,378
4,2,7.6,9,31,209
4,2,8.7,10,28,234
4,2,9,10,28,234
6,3,10.3,12.1,23,282
6,3,11.2,13.2,21,312
8,4.7,12.6,15.1,19,355
8,4,9.5,12.2,23,286
12,6,11.1,15.1,19,355
4,2,9.8,10.7,26,251
4,2,9.6,10.5,27,248
4,2,10.3,11.4,25,268
6,3,8.5,10.8,26,253
8,4,9.2,11.7,24,275
8,4,8.6,11.3,25,265
8,4,8.6,11.3,25,265
6,3,8.5,10.3,27,241
8,4.7,9.3,11.6,24,270
4,2,7.3,8.8,32,205
3,1.5,6.8,7.9,36,184
3,1.5,6.2,7.5,38,175
3,1.5,6.8,7.9,36,184
3,1.5,6.3,7.5,38,175
3,1.5,7.6,9,31,212
3,1.5,7.4,9.1,31,214
3,1.5,6.8,7.9,36,184
3,1.5,6.3,7.5,38,175
3,1.5,7.9,9.2,31,215
3,1.5,7.4,9.1,31,214
4,2,7.3,8.4,34,197
4,2,7.4,9,31,210
4,2,7.3,8.4,34,197
4,2,7.4,9,31,210
4,2,7.6,9.2,31,214
4,2,7.7,9.7,29,227
4,2,7.2,8.4,34,197
4,2,7.4,9,31,210
4,2,7.6,9.2,31,215
4,2,7.8,9.7,29,228
4,2,7.3,8.4,34,197
4,2,7.4,9,31,210
4,2,7.6,9.2,31,214
4,2,7.7,9.7,29,227
4,2,7.2,8.4,34,197
4,2,7.7,9.4,30,220
4,2,7.8,9.3,30,220
4,2,7.8,9.7,29,228
4,1.5,8.9,9.3,30,216
3,1.2,5.6,6.2,46,143
3,1.2,5.8,6.5,43,151
3,1.2,5.7,6.4,44,148
3,1.2,5.9,6.6,43,153
4,2.4,8.1,9.1,31,212
6,3,8.8,10.6,27,246
4,2,7.8,8.8,32,206
4,2,8.2,9.2,31,213
4,2.4,8.3,9.4,30,218
6,3.7,9.3,11.1,25,261
6,3.7,9.3,11.5,25,270
6,3.7,9.7,11.5,25,271
6,3.7,9.7,11.8,24,279
4,2.5,6.1,7.4,38,174
4,2,6.9,8.1,35,190
4,2.5,6.3,7.5,38,177
4,2.5,6.5,7.9,36,186
4,2.5,6.7,8.1,35,190
8,5.6,12.9,15.5,18,364
4,2.5,10.7,12.3,23,290
6,4,10.3,12.7,22,299
6,4,11.5,13.9,20,326
6,4,11.5,13.5,21,317
6,3.8,10.7,12.6,22,295
4,1.6,6.6,7.2,39,169
6,3.5,7.9,9.9,29,233
4,1.6,6.8,8,35,188
4,1.6,6.8,7.9,36,186
6,3.5,8.3,10.2,28,240
6,3.5,8.5,10.3,27,242
4,2,8.8,9.3,30,218
6,3.5,8.5,10.2,28,240
6,3.5,8.9,10.7,26,250
6,3.5,9.2,11,26,259
4,2,7.2,8,35,188
4,2,8.1,9.2,31,217
4,2,7.6,8.4,34,198
4,2.5,7.1,8.2,34,192
4,2.5,7.5,8.7,32,204
4,1.8,6.3,7.3,39,172
4,1.8,6.6,7.8,36,183
4,1.6,7.3,8.2,34,193
4,1.6,7.3,8.3,34,195
4,1.6,7.8,8.7,32,205
4,1.6,7.6,8.7,32,204
8,5.6,11.2,13.3,21,312
8,5.6,11.1,13.4,21,315
8,5.6,11.9,14.1,20,331
4,1.6,6.2,7,40,164
4,1.6,6.6,7.7,37,180
6,3,8,9.4,30,221
6,3,8.1,10.1,28,237
6,3,8.3,9.7,29,227
6,3,8.2,10.3,27,241
6,3,9.1,10.4,27,243
6,3,8.9,11.2,25,260
6,3,9.2,10.7,26,249
6,3,9,11,26,258
6,3,8.3,9.7,29,226
6,3,8.3,10.3,27,242
6,3,8.4,9.7,29,228
6,3,8.3,10.4,27,243
6,3,9.1,10.6,27,248
6,3,9.4,12.3,23,286
6,3,8.3,9.6,29,225
6,3,8.3,10.4,27,242
6,3,8.4,9.8,29,230
6,3,8.5,10.5,27,246
6,3,9.2,10.6,27,248
6,3,8.9,11,26,257
6,3,9.3,10.7,26,250
6,3,9.1,11.2,25,260
6,3,8.5,9.9,29,232
6,3,8.4,10.4,27,243
6,3,8.5,9.9,29,231
6,3,8.5,10.5,27,246
6,3.8,11.2,13.5,21,315
6,4,11.7,13.9,20,324
6,4,11.5,15.1,19,352
6,4,12.2,14.4,20,335
6,4,11.2,14.1,20,334
6,4,12.4,15.1,19,350
6,3,8.4,9.8,29,228
6,3,8.5,10.5,27,246
6,3,9.2,10.8,26,251
6,3,9.2,11.4,25,266
6,3,8.6,10,28,233
6,3,8.5,10.5,27,246
6,3.8,9.9,11.4,25,266
6,3.8,9.9,11.4,25,267
6,3.8,9.9,11.4,25,266
6,3.8,9.9,11.4,25,267
6,3.8,10.9,12.7,22,297
4,2,8,9.4,30,219
4,2,8.3,9.8,29,229
4,2.5,9.2,10.6,27,249
4,2.5,9.4,11,26,257
4,2.5,8.4,9.9,29,231
4,2.5,9,10.7,26,249
6,3,10,11.4,25,265
6,2.9,10.4,11.8,24,275
8,4,12.4,14.1,20,329
4,2,8,9.4,30,219
4,2,8.3,9.8,29,229
4,2.5,9.2,10.6,27,249
4,2.5,9.4,11,26,257
4,2.5,8.4,9.9,29,231
4,2.5,9,10.7,26,249
4,2,10.2,11.3,25,264
6,3,10.2,11.7,24,272
6,3,8.7,10.7,26,250
6,3,9,10.9,26,253
6,3,9,10.9,26,253
6,3,8.9,10.7,26,250
6,2.9,8.9,11.2,25,261
6,2.9,8.9,11.2,25,261
6,2.9,9.8,11.6,24,273
8,4,10.2,12.6,22,295
8,4,10.5,13.4,21,313
8,4,9.2,11.2,25,261
8,4,9.2,11.2,25,261
8,4,10.1,11.9,24,279
6,3.6,9.4,10.8,26,253
6,3.6,9,10.4,27,246
8,5.7,10.5,13.6,21,320
8,5.7,10.3,12.4,23,290
6,3.6,9.7,11.1,25,260
8,5.7,11,13.8,20,325
8,5.7,11.1,12.9,22,302
6,3,8.6,10.4,27,278
6,3.6,9.6,11.9,24,280
6,3.6,13.8,17,17,283
8,5.7,12,14.8,19,346
8,5.7,11,13.6,21,319
6,3,8.8,10.8,26,289
6,3.6,10.2,12.6,22,294
6,3.6,14.7,18,16,300
8,5.7,13.3,16.3,17,382
8,5.7,11.5,14,20,328
4,2.4,8.3,9.9,29,232
12,6.7,11.8,16.3,17,382
12,6.6,13,17,17,397
12,6.6,13,17,17,397
12,6.6,13,17,17,397
12,6.7,11.8,16.3,17,382
12,6.7,11.8,16.3,17,382
12,6.6,12.9,16.6,17,388
4,2.4,9,10.4,27,244
4,2,7.2,8.6,33,200
4,2,8.3,9.9,29,231
4,2,7.2,8.1,35,188
4,2,8.1,9.4,30,220
4,2.5,7.2,8.2,34,192
4,2,6.4,7.5,38,174
4,2,7.5,8.9,32,209
4,2,6.6,7.6,37,177
4,2,7.7,9,31,211
4,2.5,7,8.2,34,193
6,3.6,8.3,10.3,27,241
4,2.5,7.3,8.5,33,198
6,3.6,8.7,10.5,27,247
4,2,9.6,11.2,25,256
4,2,8.5,10,28,235
4,2.5,10.7,12.7,22,296
6,4,11.9,13.2,21,308
6,4,11.9,13.2,21,308
4,2,7.3,8.7,32,204
4,2,8.3,9.9,29,232
6,3.5,7.6,9.4,30,220
4,2.5,5.7,6.9,41,164
4,2.5,6.1,7.4,38,173
4,2.5,6.2,7.5,38,175
6,3.5,7.1,9,31,210
6,3.5,7.4,9.2,31,215
4,2.5,4.8,4.9,58,113
4,2.5,5,5.1,55,121
4,2,7.5,8.2,34,189
4,1.8,6.5,7.5,38,174
4,1.8,6.7,7.6,37,178
4,1.8,6.6,7.6,37,178
4,1.8,5.9,6.9,41,163
4,2,5.8,6.7,42,157
4,2,6.3,7.5,38,174
6,3.5,8.7,10.3,27,243
6,3.5,9,10.6,27,250
6,3.5,8.9,10.6,27,248
6,3.5,8.8,10.4,27,242
6,3.5,8.5,8.3,34,193
4,1.8,4.6,4.4,64,105
4,1.8,4.9,4.7,60,109
4,1.5,5.5,5.1,55,120
4,2.5,6.7,7.8,36,183
4,2.5,7.1,8.3,34,190
4,2.5,6.3,6,47,140
8,5.7,13.8,16.4,17,384
6,3.5,8.9,10.8,26,254
6,3.5,9.6,11.7,24,274
4,2.7,10.1,11.2,25,263
4,2.7,10.6,11.7,24,274
6,3.5,10.5,11.9,24,278
6,3.5,11.4,12.7,22,299
6,3.5,11.7,12.9,22,300
8,5.7,13.6,15.9,18,371
8,4.6,13.1,14.9,19,354
8,5.7,14.1,16.3,17,382
4,1.5,5.8,6.6,43,155
4,1.5,6,6.8,42,164
4,1.5,6.8,7.4,38,173
4,1.5,6.5,7.2,39,169
4,2,8.6,10.4,27,244
4,2,9.1,10.5,27,245
6,3.6,10.2,12.2,23,286
4,2,7.1,8.2,34,191
4,2,7.1,8.2,34,191
4,2,6.9,8.1,35,189
4,2,6.9,8.1,35,189
4,1.4,6.4,7.4,38,172
4,1.4,6.3,7.4,38,172
4,2,7.5,8.6,33,202
4,2,7.3,8.7,32,203
4,2,7.9,9.2,31,213
4,2,8.2,9.9,29,232
4,1.8,8,9.4,30,220
4,1.8,7.8,9.6,29,225
4,1.4,6.5,7.6,37,178
4,1.4,6.3,7.4,38,172
4,1.8,8.1,9.6,29,224
4,1.8,7.6,9.3,30,218
4,1.4,5.9,7,40,162
4,1.4,5.9,7,40,163
4,2,7.2,8.4,34,196
4,2,7.3,8.5,33,200
4,2,6.5,8.1,35,188
4,2,8,9.5,30,221
4,2,8.1,9.8,29,228
4,2,6.6,8.4,34,197
4,2,7.3,9.4,30,218
4,2,7.4,9.2,31,215
4,2,7.3,9.4,30,219
4,2,6.6,8.4,34,197
4,2,7.3,9.4,30,219
4,2,7.6,9.3,30,218
4,2,7.3,9.4,30,219
4,2,8.1,10,28,233
4,2,7.5,9,31,211
4,2,8.5,10,28,233
4,2,8.6,10.4,27,242
4,2,8.5,10,28,233
4,2,8.9,10.7,26,250
4,2.4,7,8.6,33,199
6,3.5,9.2,10.9,26,254
6,3.5,9.5,11,26,258
6,3,9,9,31,210
4,2,8.6,9.9,29,232
4,2,9.1,10.3,27,241
6,3.5,8.2,8.4,34,196
4,2.4,7.4,8.9,32,209
6,3.5,7.7,9.8,29,228
6,3.5,8.2,10.3,27,240
4,1.8,6.9,8.4,34,197
4,2,7.2,8.7,32,205
4,2,7.7,9.2,31,217
6,2.9,9.3,11.6,24,271
4,2,8.1,9.3,30,218
4,2,8.3,9.6,29,226
6,2.9,10.3,12.3,23,288
8,4,9.8,11.5,25,271
12,5.2,10.6,13.3,21,312
12,5.2,10.7,13.8,20,324
8,4,9.6,11.5,25,270
8,4,11.2,14.2,20,333
4,2,6.5,7.8,36,182
4,2,8,9.5,30,224
4,2,8,9.5,30,224
4,2,7.3,8.8,32,205
4,2,7.4,8.8,32,206
4,2,7.3,8.8,32,205
4,2,7.4,8.8,32,206
4,2,7.3,8.8,32,205
4,2,7.4,8.7,32,205
6,3,8.2,9.7,29,226
6,3,9.1,10.6,27,247
6,3,8.2,9.7,29,226
6,3,8.9,11.5,25,267
8,4,10.4,13.2,21,308
4,2,8.6,10.6,27,248
4,2,8.4,9.7,29,226
6,3,11.4,12.7,22,296
6,3,11.4,12.7,22,296
10,5.2,11.7,14.9,19,347
10,5.2,11.7,14.9,19,347
5,2.5,8.4,10.4,27,243
4,2,8,9.5,30,222
6,3,8.9,10.5,27,245
6,3,8.9,10.5,27,245
6,3,9.1,10.8,26,252
6,3,8.9,10.5,27,245
6,2.9,8.5,10.9,26,255
6,2.9,8.5,10.9,26,255
8,4,10.7,14.5,19,339
6,3,10.3,11.8,24,276
4,2,7.7,9.1,31,213
4,2,7.7,9.1,31,213
5,2.5,8.2,10.3,27,241
4,2,8.2,9.4,30,220
8,4,10.1,13.6,21,315
12,6,13.8,17.2,16,401
8,4,9.1,12.4,23,291
12,6,11.6,15.7,18,364
8,4,9.1,12.4,23,291
12,6,12.2,16,18,373
12,6,12.2,16,18,373
4,2,7,8.7,32,204
4,2,7.5,9.4,30,219
4,2,7.4,8.5,33,200
4,2,7.5,9.4,30,219
4,2,6.9,8.3,34,195
4,2,7.3,9.1,31,213
4,2,7,8.7,32,204
4,2,7.5,9.4,30,219
4,2,7.5,9.4,30,219
6,3,8.5,10.7,26,249
6,3,8.1,9.9,29,231
6,3,8.3,10,28,233
6,3,8.5,11,26,257
6,3,8.3,10,28,233
4,2,7.5,8.8,32,206
6,3,8.1,9.5,30,222
8,4.4,9.9,12.4,23,290
8,4.4,9.9,12.4,23,290
8,4.4,9.9,12.4,23,290
6,3,10.3,12.4,23,290
6,3,9.6,11.7,24,273
6,3,8.1,9.9,29,231
6,3,8.8,10.9,26,255
6,3,8.3,10,28,233
6,3,8.1,9.9,29,231
6,3,8.1,9.9,29,231
6,3,8.8,10.9,26,255
6,3,8.8,10.9,26,255
6,3,8.3,10,28,233
6,3,8.3,10,28,233
6,3,8.3,10,28,233
6,3,10.5,12.7,22,299
6,3,10.5,12.7,22,299
